id,character_id,sprite,cat_speaking,en,effets,room_id,time,start_condition,variant,item_given,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,next_line_1,next_line_2,next_line_3,next_line_4,next_line_5,next_line_6,fr
emo-witch_[sad]___shownitem-tornphoto-5__%°@#,emo-witch,sad,FALSE,She was always burning with desire. Wanted to do everything. See everything. Taste everything. Even a witch’s lifetime was too short for that girl.,,,,,shownitem-tornphoto-5,,,,,,,,emo-witch_[sad]___shownitem-tornphoto-6__%°@#,,,,,,
emo-witch_[sad]___shownitem-tornphoto-6__%°@#,emo-witch,sad,FALSE,She couldn’t bear staying cooped up in this house. It ate at her.,,,,,shownitem-tornphoto-6,,,,,,,,emo-witch_[sad]___shownitem-tornphoto-7__%°@#,,,,,,
emo-witch_[sad]___shownitem-tornphoto-7__%°@#,emo-witch,sad,FALSE,"But I’m like… me, y’know? All forlorn and despaired. I can’t leave this house of a thousand comforts for, what… Harsh mattresses and uncertain bedtimes?",,,,,shownitem-tornphoto-7,,,,,,,,emo-witch_[neutral]___shownitem-tornphoto-8__%°@#depart,,,,,,
emo-witch_[neutral]___shownitem-tornphoto-8__%°@#depart,emo-witch,neutral,FALSE,"So we argue. She pushes, I pull, we kiss, and we repeat the dance the next day.",,,,,shownitem-tornphoto-8,depart,,,,,,,emo-witch_[sad]___shownitem-tornphoto-9__%°@#,,,,,,
emo-witch_[sad]___shownitem-tornphoto-9__%°@#,emo-witch,sad,FALSE,Guess we’re done dancing.,,,,,shownitem-tornphoto-9,,,,,,,,emo-witch_[sad]___shownitem-tornphoto-10__%°c@#,,,,,,
emo-witch_[sad]___shownitem-tornphoto-10__%°c@#,emo-witch,sad,TRUE,"She sighs, and retreats into silence.",,,,,shownitem-tornphoto-10,,,,,,,,emo-witch_[displeased]____default_%°@#,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
housekeeper_[neutral]____default_%°@#,housekeeper,neutral,FALSE,You need a hand with anything?,,,,default,,,Can I show you something?,That's all for now.,,,,,housekeeper_[happy]____showingitem_%°@#,housekeeper_[neutral]___goodbye__%°@#,,,,,
housekeeper_[happy]____showingitem_%°@#,housekeeper,happy,FALSE,Well of course! That’s what I’m here for.,,,,showingitem,,,,,,,,,[clues],,,,,,
housekeeper_[sad]____shownitem-justshy_%°@#,housekeeper,sad,FALSE,"Oh dear, is Suzie being uncooperative again?",,,,shownitem-justshy,,,,,,,,,housekeeper_[neutral]___shownitem-justshy-2__%°@#,,,,,,
housekeeper_[neutral]___shownitem-justshy-2__%°@#,housekeeper,neutral,FALSE,It’s always some trouble or other with the Piscious twins. Maybe her sister Delilah can help you with that one.,,,,,shownitem-justshy-2,,,,,,,,housekeeper_[neutral]____default_%°@#,,,,,,
housekeeper_[neutral]____shownitem-tiptongue_%°@#,housekeeper,neutral,FALSE,Temmie’s pet is always in some trouble. I’ve lost count of how many times Mrs. Ink has had to bail them both out of sticky situations.,,,,shownitem-tiptongue,,,,,,,,,housekeeper_[happy]___shownitem-tiptongue-2__%°@#,,,,,,
housekeeper_[happy]___shownitem-tiptongue-2__%°@#,housekeeper,happy,FALSE,"It is pretty fortunate for him we have such a menagerie expert in the mansion, you know.",,,,,shownitem-tiptongue-2,,,,,,,,housekeeper_[neutral]____default_%°@#,,,,,,
housekeeper_[happy]____shownitem-honey_%°@#,housekeeper,happy,FALSE,"Oh goodness! That looks delicious! Is it also edible by humans, or only suited to unnaturally green monsters twice my size?",,,,shownitem-honey,,,,,,,,,housekeeper_[neutral]____default_%°@#,,,,,,
housekeeper_[sad]____shownitem-secretknock_%°@#,housekeeper,sad,FALSE,"Always the difficult one, that Germaine. Her room’s under the garden. “Her room”. More of a cave than anything, but that’s just how she likes it.",,,,shownitem-secretknock,,,,,,,,,housekeeper_[neutral]___shownitem-secretknock-2__%°@#,,,,,,
housekeeper_[neutral]___shownitem-secretknock-2__%°@#,housekeeper,neutral,FALSE,Damp and moist and dark and dusty. Says it’s good for growth.,,,,,shownitem-secretknock-2,,,,,,,,housekeeper_[neutral]____default_%°@#,,,,,,
housekeeper_[neutral]____shownitem-tod-any_%°@#,housekeeper,neutral,FALSE,"Have you established when the time of death was? If I was you, I’d try talking to the people who could have seen her around the time she died. ",,,,shownitem-tod-any,,,,,,,,,housekeeper_[neutral]___shownitem-tod-any-2__%°@#,,,,,,
housekeeper_[neutral]____shownitem-tod-none_%°@#,housekeeper,neutral,FALSE,"Have you established when the time of death was? If I was you, I’d try talking to the people who could have seen her around the time she died. ",,,,shownitem-tod-none,,,,,,,,,housekeeper_[neutral]___shownitem-tod-any-2__%°@#,,,,,,
housekeeper_[neutral]___shownitem-tod-any-2__%°@#,housekeeper,neutral,FALSE,"Mrs Ink’s room is right next to Vicky’s at night, maybe she heard something.",,,,,shownitem-tod-any-2,,,,,,,,housekeeper_[neutral]____default_%°@#,,,,,,
housekeeper_[neutral]____shownitem-mingling_%°@#,housekeeper,neutral,FALSE,"I’m well aware dearie. I know everything that goes down under this roof. That’s their business, and none of mine.",,,,shownitem-mingling,,,,,,,,,housekeeper_[neutral]___shownitem-mingling-2__%°@#,,,,,,
housekeeper_[neutral]___shownitem-mingling-2__%°@#,housekeeper,neutral,FALSE,Maybe it’s Suzie you’d rather discuss this with?,,,,,shownitem-mingling-2,,,,,,,,housekeeper_[neutral]____default_%°@#,,,,,,
housekeeper_[sad]____shownitem-siesta_%°@#,housekeeper,sad,FALSE,"Oh dear, a magic sleep mushroom? There’s a thousand ways that could go wrong.",,,,shownitem-siesta,,,,,,,,,housekeeper_[neutral]___shownitem-siesta-2__%°@#,,,,,,
housekeeper_[neutral]___shownitem-siesta-2__%°@#,housekeeper,neutral,FALSE,"She must have got it from Germaine, right?",,,,,shownitem-siesta-2,,,,,,,,housekeeper_[neutral]____default_%°@#,,,,,,
housekeeper_[happy]____shownitem-fungalcake_%°@#,housekeeper,happy,FALSE,Why doesn’t that look just delicious! It’s both a cake and a mushroom. Though I’m not sure our local baker would share my enthusiasm for this particular piece.,,,,shownitem-fungalcake,,,,,,,,,housekeeper_[neutral]____default_%°@#,,,,,,
housekeeper_[sad]____shownitem-tornphoto_%°@#,housekeeper,sad,FALSE,"Ah, that’s just sad. I’m sorry Suzie. But accepting what’s gone, and never coming back… That’s just part of life I’m afraid.",,,,shownitem-tornphoto,,,,,,,,,housekeeper_[neutral]____default_%°@#,,,,,,
housekeeper_[neutral]____shownitem-alarmclock_%°@#,housekeeper,neutral,FALSE,"What’s wrong with the clock, dear? Oh. Nothing? Well, you best get that checked up, then. Sounds like a severe condition.",,,,shownitem-alarmclock,,,,,,,,,housekeeper_[happy]___shownitem-alarmclock-2__%°@#,,,,,,
housekeeper_[happy]___shownitem-alarmclock-2__%°@#,housekeeper,happy,FALSE,I’m sure Mithra would be happy to help.,,,,,shownitem-alarmclock-2,,,,,,,,housekeeper_[neutral]____default_%°@#,,,,,,
housekeeper_[neutral]____shownitem-intactmushroom_%°@#,housekeeper,neutral,FALSE,That’s the missing mushroom! But I thought Vicky ate it? What’s it doing here?,,,,shownitem-intactmushroom,,,,,,,,,housekeeper_[sad]___shownitem-intactmushroom-2__%°@#,,,,,,
housekeeper_[sad]___shownitem-intactmushroom-2__%°@#,housekeeper,sad,FALSE,You are right though. That thing looks downright noxious.,,,,,shownitem-intactmushroom-2,,,,,,,,housekeeper_[neutral]____default_%°@#,,,,,,
housekeeper_[neutral]____shownitem-vickyskey_%°@#,housekeeper,neutral,FALSE,"Is that what Temmie’s pet was choking on this whole time? Well, glad to hear he’s safe at least.",,,,shownitem-vickyskey,,,,,,,,,housekeeper_[happy]___shownitem-vickyskey-2__%°@#,,,,,,
housekeeper_[happy]___shownitem-vickyskey-2__%°@#,housekeeper,happy,FALSE,"If you don’t see the room yet, I’m sure it’ll show up given enough time.",,,,,shownitem-vickyskey-2,,,,,,,,housekeeper_[neutral]___shownitem-vickyskey-3__%°@#,,,,,,
housekeeper_[neutral]___shownitem-vickyskey-3__%°@#,housekeeper,neutral,FALSE,Things just have a way of… turning up in this house.,,,,,shownitem-vickyskey-3,,,,,,,,housekeeper_[neutral]____default_%°@#,,,,,,
housekeeper_[sad]____shownitem-depart_%°c@#,housekeeper,sad,TRUE,"She sighs wistfully. On her face is the kind of resigned melancholy that would get her a choice spot in a small, family-owned renaissance art museum.",,,,shownitem-depart,,,,,,,,,housekeeper_[neutral]____default_%°@#,,,,,,
housekeeper_[neutral]____shownitem-mundane_%°@#,housekeeper,neutral,FALSE,"Well, I wouldn’t know anything about that dear. I’m a little magical myself, but I’m incapable of using any of it.",,,,shownitem-mundane,,,,,,,,,housekeeper_[neutral]___shownitem-mundane-2__%°@#,,,,,,
housekeeper_[neutral]___shownitem-mundane-2__%°@#,housekeeper,neutral,FALSE,But it did seem weird to me that I hadn’t seen or heard any kind of magic used. Dearie me.,,,,,shownitem-mundane-2,,,,,,,,housekeeper_[neutral]____default_%°@#,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
cat_[neutral]____openingscene_%°c@#,cat,,TRUE,Thunder strikes. Rain pours. And you? You wait.,,,,openingscene,,,,,,,,,cat_[neutral]___openingscene-2__%°c@#,,,,,,
cat_[neutral]___openingscene-2__%°c@#,cat,,TRUE,"An evening like this one? There’s going to be a case. There’s always a case out there, waiting to be solved by Shorthair Holmes.",,,,,openingscene-2,,,,,,,,cat_[neutral]___openingscene-3__%°c@#,,,,,,
cat_[neutral]___openingscene-3__%°c@#,cat,,TRUE,"Any time now, some tragic dame is going to come knocking at your door spinning her tale of star-crossed lovers and gut-wrenching revenge.",,,,,openingscene-3,,,,,,,,cat_[neutral]___openingscene-4__%°c@#,,,,,,
cat_[neutral]___openingscene-4__%°c@#,cat,,TRUE,…,,,,,openingscene-4,,,,,,,,cat_[neutral]___openingscene-5__%°c@#,,,,,,
cat_[neutral]___openingscene-5__%°c@#,cat,,TRUE,Aaaany time now.,,,,,openingscene-5,,,,,,,,cat_[neutral]___openingscene-6__%°c@#,,,,,,
cat_[neutral]___openingscene-6__%°c@#,cat,,TRUE,"Wait, what the-",,,,,openingscene-6,,,,,,,,[transport],,,,,,
cat_[neutral]___openingscene-7_transported_%°@#,cat,,FALSE,,,,,transported,openingscene-7,,,,,,,,kitchen-witch_[happy]___openingscene-8__%°@#,,,,,,
kitchen-witch_[happy]___openingscene-8__%°@#,kitchen-witch,happy,FALSE,"Oh, goodie, he showed up!",,,,,openingscene-8,,,,,,,,housekeeper_[neutral]___openingscene-9__%°@#,,,,,,
housekeeper_[neutral]___openingscene-9__%°@#,housekeeper,neutral,FALSE,"I’ve been told it’s rather rude to conduct summonings at breakfast, dear.",,,,,openingscene-9,,,,,,,,edgy-witch_[neutral]___openingscene-10__%°@#,,,,,,
edgy-witch_[neutral]___openingscene-10__%°@#,edgy-witch,neutral,FALSE,Hpmh. We lie betwixt the jaws of the beast. There are more important things to focus on than “breakfast”.,,,,,openingscene-10,,,,,,,,edgy-witch_[happy]___openingscene-11__%°@#,,,,,,
edgy-witch_[happy]___openingscene-11__%°@#,edgy-witch,happy,FALSE,"Del, pass the pixie cakes?",,,,,openingscene-11,,,,,,,,cat_[neutral]___openingscene-12__%°c@#,,,,,,
cat_[neutral]___openingscene-12__%°c@#,cat,,TRUE,"Witches. Of course, it just *had* to be witches. While two of them are busy gorging themselves, the sheepish creature turns to you.",,,,,openingscene-12,,,,,,,,housekeeper_[neutral]___openingscene-13__%°@#,,,,,,
housekeeper_[neutral]___openingscene-13__%°@#,housekeeper,neutral,FALSE,"I’m sorry honey, you must be very confused. But breakfast is the most important meal of the day, and murder or not, that’s still true.",,,,,openingscene-13,,,,,,,,housekeeper_[neutral]___openingscene-14__%°c@#,,,,,,
housekeeper_[neutral]___openingscene-14__%°c@#,housekeeper,neutral,TRUE,"Of course there’s been a murder, don’t be silly. Why else would they have called you here?",,,,,openingscene-14,,,,,,,,cat_[neutral]___openingscene-15__%°c@#,,,,,,
cat_[neutral]___openingscene-15__%°c@#,cat,,TRUE,Finally. Mystery. Intrigue. Purrpose. ,,,,,openingscene-15,,,,,,,,cat_[neutral]___openingscene-16__%°c@#,,,,,,
cat_[neutral]___openingscene-16__%°c@#,cat,,TRUE,"You ask to be brought to the crime scene, desperate to be away from this horrid display of carbohydrates and heightened blood sugar.",,,,,openingscene-16,,,,,,,,housekeeper_[neutral]___openingscene-17__%°@#,,,,,,
housekeeper_[neutral]___openingscene-17__%°@#,housekeeper,neutral,FALSE,"Oh. I’m afraid they’re sitting on it, dear.",,,,,openingscene-17,,,,,,,,housekeeper_[neutral]___openingscene-18__%°@#,,,,,,
housekeeper_[neutral]___openingscene-18__%°@#,housekeeper,neutral,FALSE,"You see, this is where we found our dearly departed Vicky this morning. Well, we found her a little all over the room, really. She’d made quite a mess.",,,,,openingscene-18,,,,,,,,housekeeper_[happy]___openingscene-19__%°@#,,,,,,
housekeeper_[happy]___openingscene-19__%°@#,housekeeper,happy,FALSE,"Of course, I cleaned it right up. I can’t stand anything being messy in this house.
Del she was eeeverywhere! Can’t have breakfast looking at that.",,,,,openingscene-19,,,,,,,,edgy-witch_[neutral]___openingscene-20__%°@#,,,,,,
edgy-witch_[neutral]___openingscene-20__%°@#,edgy-witch,neutral,FALSE,"Her grisly yet spectacular demise seems consistent with falling down from high up. Or explosion. Or, now that I think about it, about two dozen magic spells.",,,,,openingscene-20,,,,,,,,edgy-witch_[sad]___openingscene-21__%°@#,,,,,,
edgy-witch_[sad]___openingscene-21__%°@#,edgy-witch,sad,FALSE,That I know of.,,,,,openingscene-21,,,,,,,,kitchen-witch_[sad]___openingscene-22__%°@#,,,,,,
kitchen-witch_[sad]___openingscene-22__%°@#,kitchen-witch,sad,FALSE,"Course, that means there’s no crime scene for you to sniff at. Poor kitty! You’ll just have to ask around, instead.",,,,,openingscene-22,,,,,,,,kitchen-witch_[happy]___openingscene-23__%°@#,,,,,,
kitchen-witch_[happy]___openingscene-23__%°@#,kitchen-witch,happy,FALSE,"There’s six witches left in this house, not counting the housekeeper over there. One of us – uh, of them – musta done it! ‘Cause it’s not me!",,,,,openingscene-23,,,,,,,,edgy-witch_[angry]___openingscene-24__%°@#,,,,,,
edgy-witch_[angry]___openingscene-24__%°@#,edgy-witch,angry,FALSE,"It’s not me either, you simpleton. Stop looking at me like that or I’ll turn you into a newt.",,,,,openingscene-24,,,,,,,,housekeeper_[neutral]___openingscene-25__%°@#,,,,,,
housekeeper_[neutral]___openingscene-25__%°@#,housekeeper,neutral,FALSE,"Well, then I also must confess. It wasn’t me.",,,,,openingscene-25,,,,,,,,kitchen-witch_[angry]___openingscene-26__%°@#,,,,,,
kitchen-witch_[angry]___openingscene-26__%°@#,kitchen-witch,angry,FALSE,Now go on then! Scram! Investigize! Detectivate!,,,,,openingscene-26,,,,,,,,housekeeper_[neutral]___openingscene-27__%°@#,,,,,,
housekeeper_[neutral]___openingscene-27__%°@#,housekeeper,neutral,FALSE,"And if you need help with anything, I’ll always be here. Happy to help. It’s not like there’s anywhere else I could be anyway! My soul is bound to this place.",,,,,openingscene-27,,,,,,,,edgy-witch_[worried]___openingscene-28__%°@#,,,,,,
edgy-witch_[worried]___openingscene-28__%°@#,edgy-witch,worried,FALSE,Wait! Bide your time for but an instant. It would be most unwise to set out now. The time of shifting is upon us.,,,,,openingscene-28,,,,,,,,cat_[neutral]___openingscene-29__%°c@#,,,,,,
cat_[neutral]___openingscene-29__%°c@#,cat,,TRUE,"They must be idiots if they think you’re going to ask what that is. Nope, don’t care.",,,,,openingscene-29,,,,,,,,cat_[neutral]___openingscene-30__%°c@#,,,,,,
cat_[neutral]___openingscene-30__%°c@#,cat,,TRUE,"But before you can muster a disinterested sneer, you feel the ground shake under you. It’s as if the entire manor is being torn apart from the inside.",,,,,openingscene-30,,,,,,,,[mansion-shift],,,,,,
cat_[neutral]___openingscene-31__%°c@#,cat,,TRUE,"And then, as abruptly as it started, it just… stops. The gears creak to a halt, the chains stop clicking and the corridors open up again.",,,,,openingscene-31,,,,,,,,kitchen-witch_[happy]___openingscene-32__%°@#,,,,,,
kitchen-witch_[happy]___openingscene-32__%°@#,kitchen-witch,happy,FALSE,"Don’t be scared! The manor just… does that. There’s gotta be thousands of rooms in here, so it makes only the ones we need accessible!",,,,,openingscene-32,,,,,,,,edgy-witch_[neutral]___openingscene-33__%°@#,,,,,,
edgy-witch_[neutral]___openingscene-33__%°@#,edgy-witch,neutral,FALSE,"Three times a day, the layout changes to suit the needs of the witches who reside in this coven.",,,,,openingscene-33,,,,,,,,kitchen-witch_[happy]___openingscene-34__%°@#,,,,,,
kitchen-witch_[happy]___openingscene-34__%°@#,kitchen-witch,happy,FALSE,"And also, because it’s really cool! Now get a move on, we don’t have all day. Solve that murder!",,,,,openingscene-34,,,,,,,,[scene-end],,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
cat_[neutral]____vickysroom_%°c@#,cat,,TRUE,"The sound of the key turning in the lock is apparently indistinguishable from a call to dinner. By the time the door opens, Suzie and Mrs Ink are walking over each other to get in.",,,,vickysroom,,,,,,,,,emo-witch_[displeased]___vickysroom-2__%°@#,,,,,,
emo-witch_[displeased]___vickysroom-2__%°@#,emo-witch,displeased,FALSE,"Y’know, if you needed her room key. You coulda just asked.",,,,,vickysroom-2,,,,,,,,monster-witch_[neutral]___vickysroom-3__%°@#,,,,,,
monster-witch_[neutral]___vickysroom-3__%°@#,monster-witch,neutral,FALSE,"Oh dearie me, it’s so messy in there! How can a girl live like this?",,,,,vickysroom-3,,,,,,,,cat_[neutral]___vickysroom-4__%°c@#,,,,,,
cat_[neutral]___vickysroom-4__%°c@#,cat,,TRUE,"Suzie shoots her a look, and she has the decorum to pretend not to notice it.",,,,,vickysroom-4,,,,,,,,emo-witch_[neutral]___vickysroom-5__%°@#,,,,,,
emo-witch_[neutral]___vickysroom-5__%°@#,emo-witch,neutral,FALSE,"So, cat, anything useful in here?",,,,,vickysroom-5,,,,,,,,,,,,,,
emo-witch_[displeased]____founditem-fungalcake_%°@#,emo-witch,displeased,FALSE,Ew.,,,,founditem-fungalcake,,,,,,,,,monster-witch_[happy]___founditem-fungalcake-2__%°@#,,,,,,
monster-witch_[happy]___founditem-fungalcake-2__%°@#,monster-witch,happy,FALSE,Goodness! Keep that away from my babies. It’ll disappear before you can blink.,,,,,founditem-fungalcake-2,,,,,,,,emo-witch_[neutral]___vickysroom-5__%°@#,,,,,,
cat_[neutral]____founditem-tornphoto_%°c@#,cat,,TRUE,Suzie is scrounging around somewhere on the other side of the room. Probably for the best she doesn’t see this right now.,,,,founditem-tornphoto,,,,,,,,,monster-witch_[neutral]___founditem-tornphoto-2__%°@#,,,,,,
monster-witch_[neutral]___founditem-tornphoto-2__%°@#,monster-witch,neutral,FALSE,"Is that… Oh. Oh, my. They really were very good friends, weren’t they?",,,,,founditem-tornphoto-2,,,,,,,,emo-witch_[neutral]___vickysroom-5__%°@#,,,,,,
cat_[neutral]____founditem-alarmclock_%°c@#,cat,,TRUE,Suzie is making a face like a cat who just learnt it’s bath time. It’s like this object is anathema to her very existence.,,,,founditem-alarmclock,,,,,,,,,emo-witch_[displeased]___founditem-alarmclock-2__%°@#,,,,,,
emo-witch_[displeased]___founditem-alarmclock-2__%°@#,emo-witch,displeased,FALSE,Hisss…..,,,,,founditem-alarmclock-2,,,,,,,,emo-witch_[neutral]___vickysroom-5__%°@#,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
_[neutral]_____%°@#,,,FALSE,,,,,,,,,,,,,,,,,,,,
housekeeper_[neutral]____finaltrial-interrupt_%°@#,housekeeper,neutral,FALSE,"There’s no knock at the door. In fact, there’s no door anymore. Moira bursts in, with a look you didn’t think her face could make.",,,,finaltrial-interrupt,,,,,,,,,housekeeper_[neutral]___finaltrial-interrupt-2__%°@#,,,,,,
housekeeper_[neutral]___finaltrial-interrupt-2__%°@#,housekeeper,neutral,FALSE,Enough of this charade! You have all the evidence you need.,,,,,finaltrial-interrupt-2,,,,,,,,housekeeper_[happy]___finaltrial-interrupt-3__%°@#,,,,,,
housekeeper_[happy]___finaltrial-interrupt-3__%°@#,housekeeper,happy,FALSE,"It wasn’t that hard of a case, now let’s put 2 and 2 together – together.",,,,,finaltrial-interrupt-3,,,,,,,,housekeeper_[neutral]___finaltrial-interrupt-4__%°@#,,,,,,
housekeeper_[neutral]___finaltrial-interrupt-4__%°@#,housekeeper,neutral,FALSE,All the others are already in the parlor. We’re waiting for you.,,,,,finaltrial-interrupt-4,,,,,,,,housekeeper_[happy]____finaltrial_%°@#,,,,,,
housekeeper_[happy]____finaltrial_%°@#,housekeeper,happy,FALSE,"Ahem! Ahem! I must apologise to you all, there was never a “pizza night” in the cards today.",,,,finaltrial,,,,,,,,,cat_[neutral]___finaltrial-2__%°c@#,,,,,,
cat_[neutral]___finaltrial-2__%°c@#,cat,,TRUE,There’s an audible groan from the audience.,,,,,finaltrial-2,,,,,,,,housekeeper_[happy]___finaltrial-3__%°@#,,,,,,
housekeeper_[happy]___finaltrial-3__%°@#,housekeeper,happy,FALSE,"No, instead, I’ve gathered you all here so we can all answer one very simple question!",,,,,finaltrial-3,,,,,,,,housekeeper_[neutral]___finaltrial-4__%°@#,,,,,,
housekeeper_[neutral]___finaltrial-4__%°@#,housekeeper,neutral,FALSE,"Suzie, why did you kill Vicky?",,,,,finaltrial-4,,,,,,,,housekeeper_[neutral]___finaltrial-5__%°@#,,,,,,
housekeeper_[neutral]___finaltrial-5__%°@#,housekeeper,neutral,FALSE,"Come on now, don’t be shy.",,,,,finaltrial-5,,,,,,,,emo-witch_[worried]___finaltrial-6__%°@#,,,,,,
emo-witch_[worried]___finaltrial-6__%°@#,emo-witch,worried,FALSE,… ,,,,,finaltrial-6,,,,,,,,emo-witch_[worried]___finaltrial-7__%°@#,,,,,,
emo-witch_[worried]___finaltrial-7__%°@#,emo-witch,worried,FALSE,… ,,,,,finaltrial-7,,,,,,,,emo-witch_[angry]___finaltrial-8__%°@#,,,,,,
emo-witch_[angry]___finaltrial-8__%°@#,emo-witch,angry,FALSE,...Excuse you?,,,,,finaltrial-8,,,,,,,,monster-witch_[angry]___finaltrial-9__%°@#,,,,,,
monster-witch_[angry]___finaltrial-9__%°@#,monster-witch,angry,FALSE,Suzie?! It was you? How could you do that to poor Vicky?,,,,,finaltrial-9,,,,,,,,emo-witch_[worried]___finaltrial-10__%°@#,,,,,,
emo-witch_[worried]___finaltrial-10__%°@#,emo-witch,worried,FALSE,"I couldn’t, and I didn’t! What the hell?",,,,,finaltrial-10,,,,,,,,edgy-witch_[neutral]___finaltrial-11__%°@#,,,,,,
edgy-witch_[neutral]___finaltrial-11__%°@#,edgy-witch,neutral,FALSE,I’ve pleaded with the Dark Ones for help on this.,,,,,finaltrial-11,,,,,,,,edgy-witch_[neutral]___finaltrial-12__%°@#,,,,,,
edgy-witch_[neutral]___finaltrial-12__%°@#,edgy-witch,neutral,FALSE,"They said they didn’t care, so we’re on our own.",,,,,finaltrial-12,,,,,,,,housekeeper_[neutral]___finaltrial-13__%°@#,,,,,,
housekeeper_[neutral]___finaltrial-13__%°@#,housekeeper,neutral,FALSE,"Hmph! If you insist on being so stubborn, let’s recap the facts ou –frankly adorable–detective put together.",,,,,finaltrial-13,,,,,,,,housekeeper_[sad]___finaltrial-14__%°@#,,,,,,
